#term ID	term description	observed gene count	background gene count	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0005737	cytoplasm	76	9909	0.00081	Mcts1,Pdgfb,Naa20,Tmed5,Nudt14,Cacybp,Mapkapk2,Pex13,Ube2b,Galk1,Fam101b,Ahsa1,Slc25a17,Dgat1,March5,Rsph3b,Ap3s1,Wdr73,Coq10b,Ccnl1,Ndufaf4,Cmpk1,Rbp7,Mrpl20,Alb,Timp4,Hccs,Trappc4,Nnmt,Hey1,Kank3,Apmap,Chchd4,Naa30,Tmem33,Timm8a1,Ptges3,Slc25a46,Ppp1r15b,Sc5d,Tcim,Trmt10c,Ffar4,Mrpl35,Lipg,Zfand6,Naa50,St3gal5,Serpina1c,Hspe1,Hspa4l,Uqcrh,Sox7,Scoc,Ptcd3,Serpina1a,Sumo1,Hsp90aa1,Car4,Ugp2,Sult1a1,Cd300lg,Apoc1,Slc1a5,Mkks,Xiap,Sgk1,Als2cl,Crem,Adcy3,Rab9,Ube2f,Timm9,G3bp2,Rabggtb,Apoe	Mcts1,Pdgfb,Naa20,Tmed5,Nudt14,Cacybp,Mapkapk2,Pex13,Ube2b,Gk,Fam101b,Ahsa1,Slc25a17,Dgat1,March5,Rsph3b,Ap3s1,Wdr73,Coq10b,Ccnl1,Ndufaf4,Cmpk1,Rbp7,Mrpl20,Alb,Timp4,Hccs,Trappc4,Nnmt,Hey1,Kank3,Apmap,Chchd4,Naa30,Tmem33,Timm8a1,Ptges3,Slc25a46,Ppp1r15b,Sc5d,1810011O10Rik,Trmt10c,Ffar4,Mrpl35,Lipg,Zfand6,Naa50,St3gal5,Serpina1c,Hspe1,Hspa4l,Uqcrh,Sox7,Scoc,Ptcd3,Serpina1a,Sumo1,Hsp90aa1,Car4,Ugp2,Sult1a1,Cd300lg,Apoc1,Slc1a5,Mkks,Xiap,Sgk1,Als2cl,Crem,Adcy3,Rab9,Ube2f,Timm9,G3bp2,Rabggtb,Apoe
GO:0005622	intracellular	87	12462	0.0014	Mcts1,Pdgfb,Naa20,Tmed5,Nudt14,Cacybp,Mapkapk2,Tbx3,Pex13,Ube2b,Galk1,Fam101b,Ahsa1,Mterfd1,Slc25a17,Dgat1,Gpihbp1,March5,Rsph3b,Ap3s1,Wdr73,Coq10b,Armc1,Ccnl1,Ndufaf4,Cmpk1,Rbp7,Mrpl20,Alb,Gng11,Timp4,Hccs,Slc7a6,Trappc4,Nnmt,Mlh1,Hey1,Kank3,Apmap,Chchd4,Naa30,Lpar6,Tmem33,Timm8a1,Ptges3,Slc25a46,Ppp1r15b,Sc5d,Tcim,Trmt10c,Ffar4,Mrpl35,Lipg,Zfand6,Naa50,St3gal5,Serpina1c,Hspe1,ENSMUSG00000059920,Hspa4l,Uqcrh,Sox7,Scoc,Ptcd3,Serpina1a,Sumo1,Hsp90aa1,Car4,Ugp2,Adora2a,Sult1a1,Cd300lg,Apoc1,Slc1a5,Mkks,Xiap,Sgk1,Als2cl,Crem,Adcy3,Rab9,Bud31,Ube2f,Timm9,G3bp2,Rabggtb,Apoe	Mcts1,Pdgfb,Naa20,Tmed5,Nudt14,Cacybp,Mapkapk2,Tbx3,Pex13,Ube2b,Gk,Fam101b,Ahsa1,Mterf3,Slc25a17,Dgat1,Gpihbp1,March5,Rsph3b,Ap3s1,Wdr73,Coq10b,Armc1,Ccnl1,Ndufaf4,Cmpk1,Rbp7,Mrpl20,Alb,Gng11,Timp4,Hccs,Slc7a6,Trappc4,Nnmt,Mlh1,Hey1,Kank3,Apmap,Chchd4,Naa30,Lpar6,Tmem33,Timm8a1,Ptges3,Slc25a46,Ppp1r15b,Sc5d,1810011O10Rik,Trmt10c,Ffar4,Mrpl35,Lipg,Zfand6,Naa50,St3gal5,Serpina1c,Hspe1,4930453N24Rik,Hspa4l,Uqcrh,Sox7,Scoc,Ptcd3,Serpina1a,Sumo1,Hsp90aa1,Car4,Ugp2,Adora2a,Sult1a1,Cd300lg,Apoc1,Slc1a5,Mkks,Xiap,Sgk1,Als2cl,Crem,Adcy3,Rab9,Bud31,Ube2f,Timm9,G3bp2,Rabggtb,Apoe
GO:0031414	N-terminal protein acetyltransferase complex	3	10	0.0039	Naa20,Naa30,Naa50	Naa20,Naa30,Naa50
GO:0005623	cell	91	14044	0.0118	Mcts1,Pdgfb,Naa20,Tmed5,Nudt14,Cacybp,Mapkapk2,Tbx3,Pex13,Ube2b,Galk1,Fam101b,Ahsa1,Mterfd1,Slc25a17,Dgat1,Gpihbp1,March5,Rsph3b,Ap3s1,Wdr73,Coq10b,Armc1,Ccnl1,Ndufaf4,Cmpk1,Rbp7,Mrpl20,Alb,Gng11,Timp4,Hccs,Slc7a6,Trappc4,Nnmt,Mlh1,Hey1,Kank3,Apmap,Chchd4,Naa30,Lpar6,Tmem33,Cd59a,Timm8a1,Ptges3,Slc25a46,Ppp1r15b,Sc5d,Tcim,Trmt10c,Gpr4,Ffar4,Mrpl35,Lipg,Zfand6,Naa50,St3gal5,Serpina1c,Hspe1,ENSMUSG00000059920,Hspa4l,Uqcrh,Sox7,Scoc,Ptcd3,Serpina1a,Sumo1,Hsp90aa1,Car4,Ugp2,Adora2a,Sult1a1,Cd300lg,Apoc1,Slc1a5,Mkks,Cxcl9,Xiap,Slc12a2,Sgk1,Als2cl,Crem,Adcy3,Rab9,Bud31,Ube2f,Timm9,G3bp2,Rabggtb,Apoe	Mcts1,Pdgfb,Naa20,Tmed5,Nudt14,Cacybp,Mapkapk2,Tbx3,Pex13,Ube2b,Gk,Fam101b,Ahsa1,Mterf3,Slc25a17,Dgat1,Gpihbp1,March5,Rsph3b,Ap3s1,Wdr73,Coq10b,Armc1,Ccnl1,Ndufaf4,Cmpk1,Rbp7,Mrpl20,Alb,Gng11,Timp4,Hccs,Slc7a6,Trappc4,Nnmt,Mlh1,Hey1,Kank3,Apmap,Chchd4,Naa30,Lpar6,Tmem33,Cd59a,Timm8a1,Ptges3,Slc25a46,Ppp1r15b,Sc5d,1810011O10Rik,Trmt10c,Gpr4,Ffar4,Mrpl35,Lipg,Zfand6,Naa50,St3gal5,Serpina1c,Hspe1,4930453N24Rik,Hspa4l,Uqcrh,Sox7,Scoc,Ptcd3,Serpina1a,Sumo1,Hsp90aa1,Car4,Ugp2,Adora2a,Sult1a1,Cd300lg,Apoc1,Slc1a5,Mkks,Cxcl9,Xiap,Slc12a2,Sgk1,Als2cl,Crem,Adcy3,Rab9,Bud31,Ube2f,Timm9,G3bp2,Rabggtb,Apoe
GO:0034364	high-density lipoprotein particle	3	24	0.0226	Gpihbp1,Apoc1,Apoe	Gpihbp1,Apoc1,Apoe
GO:0005615	extracellular space	15	1131	0.0419	Pdgfb,Gpihbp1,Rbp4,Alb,Mug1,Timp4,Pzp,Lipg,Serpina1c,Serpina1a,Car4,Apoc1,Cxcl9,Klkb1,Apoe	Pdgfb,Gpihbp1,Rbp4,Alb,Mug1,Timp4,Pzp,Lipg,Serpina1c,Serpina1a,Car4,Apoc1,Cxcl9,Klkb1,Apoe
GO:0005740	mitochondrial envelope	10	590	0.0419	Slc25a17,March5,Coq10b,Ndufaf4,Hccs,Chchd4,Timm8a1,Slc25a46,Uqcrh,Timm9	Slc25a17,March5,Coq10b,Ndufaf4,Hccs,Chchd4,Timm8a1,Slc25a46,Uqcrh,Timm9
GO:0016323	basolateral plasma membrane	6	243	0.0419	Pdgfb,Gpihbp1,Slc7a6,Hsp90aa1,Cd300lg,Slc12a2	Pdgfb,Gpihbp1,Slc7a6,Hsp90aa1,Cd300lg,Slc12a2
GO:0031967	organelle envelope	14	1015	0.0419	Cacybp,Slc25a17,March5,Coq10b,Ndufaf4,Hccs,Chchd4,Tmem33,Timm8a1,Slc25a46,Uqcrh,Sumo1,Timm9,Apoe	Cacybp,Slc25a17,March5,Coq10b,Ndufaf4,Hccs,Chchd4,Tmem33,Timm8a1,Slc25a46,Uqcrh,Sumo1,Timm9,Apoe
GO:0031970	organelle envelope lumen	4	96	0.0419	Cacybp,Chchd4,Timm8a1,Timm9	Cacybp,Chchd4,Timm8a1,Timm9
