#term ID	term description	observed gene count	background gene count	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0005576	extracellular region	104	2044	6.029999999999999e-38	Col6a1,Col1a1,Ace,Sfrp4,Clec11a,Itih4,Pcolce2,Ctsk,Lbp,C1qtnf1,Igfbp4,Wnt9b,Enpp3,Ntn4,Lgmn,Hexb,Loxl2,Runx1,Serping1,Smoc2,Emilin2,Cfb,C2,Anxa1,Gusb,Clec3b,Dpt,Sele,Fcgr2b,Gsn,Entpd2,Pamr1,Fbn1,Cpxm1,Procr,Il6ra,Vcam1,Prss12,F3,Man2b2,Cxcl1,Col1a2,Pcolce,Nucb2,Cpxm2,Plat,Sfrp1,Pdgfrl,Man2b1,Mmp2,Ctsh,Col16a1,Cilp,C1qc,Igsf10,Tgfbi,Gdf7,Qpct,Adamts2,Fam198a,C1qb,Spon1,Hpse,Nbl1,Svep1,Fbln2,Ssc5d,Fbln1,Olfml2a,Pltp,Flrt2,C1ra,Gpc3,F10,C4b,Col12a1,Tlr9,Icam1,Col4a4,Col3a1,Adamtsl2,Lyz2,Lama2,Ccdc80,Col23a1,Col15a1,Ccl19,Dcn,Itgb4,Anpep,Sulf2,Col14a1,Cfh,Vwf,Pi16,C1qtnf7,Lgals3,Ccbe1,Selp,Loxl4,Matn2,Glg1,Ccl21c,Sulf1	Col6a1,Col1a1,Ace,Sfrp4,Clec11a,Itih4,Pcolce2,Ctsk,Lbp,C1qtnf1,Igfbp4,Wnt9b,Enpp3,Ntn4,Lgmn,Hexb,Loxl2,Runx1,Serping1,Smoc2,Emilin2,Cfb,C2,Anxa1,Gusb,Clec3b,Dpt,Sele,Fcgr2b,Gsn,Entpd2,Pamr1,Fbn1,Cpxm1,Procr,Il6ra,Vcam1,Prss12,F3,Man2b2,Cxcl1,Col1a2,Pcolce,Nucb2,Cpxm2,Plat,Sfrp1,Pdgfrl,Man2b1,Mmp2,Ctsh,Col16a1,Cilp,C1qc,Igsf10,Tgfbi,Gdf7,Qpct,Adamts2,Fam198a,C1qb,Spon1,Hpse,Nbl1,Svep1,Fbln2,Ssc5d,Fbln1,Olfml2a,Pltp,Flrt2,C1ra,Gpc3,F10,C4b,Col12a1,Tlr9,Icam1,Col4a4,Col3a1,Adamtsl2,Lyz2,Lama2,Ccdc80,Col23a1,Col15a1,Ccl19,Dcn,Itgb4,Anpep,Sulf2,Col14a1,Cfh,Vwf,Pi16,C1qtnf7,Lgals3,Ccbe1,Selp,Loxl4,Matn2,Glg1,Ccl21c,Sulf1
GO:0031012	extracellular matrix	38	288	5.01e-25	Col6a1,Col1a1,Ntn4,Loxl2,Runx1,Smoc2,Clec3b,Dpt,Entpd2,Fbn1,F3,Col1a2,Sfrp1,Mmp2,Cilp,Tgfbi,Adamts2,Hpse,Fbln2,Ssc5d,Fbln1,Olfml2a,Gpc3,Col12a1,Col4a4,Col3a1,Adamtsl2,Lama2,Ccdc80,Col15a1,Dcn,Itgb4,Col14a1,Vwf,Lgals3,Ccbe1,Matn2,Glg1	Col6a1,Col1a1,Ntn4,Loxl2,Runx1,Smoc2,Clec3b,Dpt,Entpd2,Fbn1,F3,Col1a2,Sfrp1,Mmp2,Cilp,Tgfbi,Adamts2,Hpse,Fbln2,Ssc5d,Fbln1,Olfml2a,Gpc3,Col12a1,Col4a4,Col3a1,Adamtsl2,Lama2,Ccdc80,Col15a1,Dcn,Itgb4,Col14a1,Vwf,Lgals3,Ccbe1,Matn2,Glg1
GO:0009986	cell surface	45	796	2.6e-16	Itgb2,Ace,Sfrp4,Cd44,Lbp,Enpp3,Scara5,Abcg1,Csf1r,Anxa1,Ifitm3,Fcgr2b,Entpd2,Lrp4,Il6ra,Vcam1,Tlr2,F3,Pdpn,Tyrobp,Itgax,Plat,Sfrp1,Plvap,Bace2,Tgfbr2,Sdc3,Ly9,Fcgr4,Icam1,Folr2,Col23a1,Ccl19,Itgb4,Anpep,Sulf2,Nfam1,Slamf7,Vwf,Lgals3,Heg1,Selp,Pdgfra,Ccl21c,Sulf1	Itgb2,Ace,Sfrp4,Cd44,Lbp,Enpp3,Scara5,Abcg1,Csf1r,Anxa1,Ifitm3,Fcgr2b,Entpd2,Lrp4,Il6ra,Vcam1,Tlr2,F3,Pdpn,Tyrobp,Itgax,Plat,Sfrp1,Plvap,Bace2,Tgfbr2,Sdc3,Ly9,Fcgr4,Icam1,Folr2,Col23a1,Ccl19,Itgb4,Anpep,Sulf2,Nfam1,Slamf7,Vwf,Lgals3,Heg1,Selp,Pdgfra,Ccl21c,Sulf1
GO:0062023	collagen-containing extracellular matrix	23	148	2.6e-16	Col1a1,Ntn4,Loxl2,Runx1,Smoc2,Entpd2,Fbn1,Col1a2,Sfrp1,Tgfbi,Adamts2,Fbln2,Fbln1,Gpc3,Col12a1,Col4a4,Col3a1,Lama2,Ccdc80,Col15a1,Itgb4,Col14a1,Matn2	Col1a1,Ntn4,Loxl2,Runx1,Smoc2,Entpd2,Fbn1,Col1a2,Sfrp1,Tgfbi,Adamts2,Fbln2,Fbln1,Gpc3,Col12a1,Col4a4,Col3a1,Lama2,Ccdc80,Col15a1,Itgb4,Col14a1,Matn2
GO:0071944	cell periphery	113	4443	2.6e-16	Itgb2,Col6a1,Ace,Hck,Cd44,Itih4,Aldh1a3,Cybb,Stac2,C1qtnf1,Cyba,Wnt9b,Aldh3a1,Enpp3,Ntn4,Abcc3,Pik3r5,Dbn1,Scara5,Smoc2,Abcg1,Csf1r,Anxa1,Ifitm3,Slc11a1,Gpr39,Sele,Fcgr2b,Gsn,Entpd2,Lrp4,Il6ra,Vcam1,Prss12,Tlr2,F3,Pdpn,Tnfrsf1b,Fgr,Tyrobp,Itgax,Sfrp1,Mmp2,Itga11,Slco2a1,Plvap,Cmklr1,Ppl,Blvrb,Tlr13,Bace2,Lrp1,Myof,Stab1,C3ar1,Ackr2,Pik3ap1,S1pr2,Gpr133,Flrt2,Tgfbr2,Gpc3,Sdc3,Ly9,Tmem119,Cd248,Ptafr,Cd300lb,Cdh11,Plec,Atrnl1,Pirb,Fcgr4,Tlr9,Icam1,Myo1f,AF251705,Lama2,Cd109,Folr2,Csf2rb2,Scn1b,Abca8a,Sirpa,Ptgfrn,Tnfaip2,Col23a1,Ccl19,Lilrb4,Gpr153,Ephb2,Itgb4,Cd300a,Anpep,Cd68,Sulf2,Nfam1,Slamf7,Cfh,Clec7a,Vwf,Steap3,Syk,Lgals3,Lcp1,Heg1,Cd84,Selp,Gpr35,Pdgfra,Glg1,Ccl21c,Sulf1	Itgb2,Col6a1,Ace,Hck,Cd44,Itih4,Aldh1a3,Cybb,Stac2,C1qtnf1,Cyba,Wnt9b,Aldh3a1,Enpp3,Ntn4,Abcc3,Pik3r5,Dbn1,Scara5,Smoc2,Abcg1,Csf1r,Anxa1,Ifitm3,Slc11a1,Gpr39,Sele,Fcgr2b,Gsn,Entpd2,Lrp4,Il6ra,Vcam1,Prss12,Tlr2,F3,Pdpn,Tnfrsf1b,Fgr,Tyrobp,Itgax,Sfrp1,Mmp2,Itga11,Slco2a1,Plvap,Cmklr1,Ppl,Blvrb,Tlr13,Bace2,Lrp1,Myof,Stab1,C3ar1,Ackr2,Pik3ap1,S1pr2,Adgrd1,Flrt2,Tgfbr2,Gpc3,Sdc3,Ly9,Tmem119,Cd248,Ptafr,Cd300lb,Cdh11,Plec,Atrnl1,Pirb,Fcgr4,Tlr9,Icam1,Myo1f,Cd300c2,Lama2,Cd109,Folr2,Csf2rb2,Scn1b,Abca8a,Sirpa,Ptgfrn,Tnfaip2,Col23a1,Ccl19,Lilrb4a,Gpr153,Ephb2,Itgb4,Cd300a,Anpep,Cd68,Sulf2,Nfam1,Slamf7,Cfh,Clec7a,Vwf,Steap3,Syk,Lgals3,Lcp1,Heg1,Cd84,Selp,Gpr35,Pdgfra,Glg1,Ccl21c,Sulf1
GO:0005615	extracellular space	53	1131	2.81e-16	Ace,Sfrp4,Ctsk,Lbp,C1qtnf1,Igfbp4,Wnt9b,Hexb,Serping1,Smoc2,Cfb,Anxa1,Gusb,Clec3b,Sele,Cpxm1,Procr,Il6ra,Vcam1,F3,Cxcl1,Col1a2,Nucb2,Plat,Man2b1,Mmp2,Ctsh,Cilp,Tgfbi,Gdf7,C1qb,Nbl1,Ssc5d,Fbln1,Pltp,Flrt2,C1ra,Gpc3,C4b,Tlr9,Icam1,Lyz2,Col23a1,Ccl19,Anpep,Sulf2,Pi16,C1qtnf7,Ccbe1,Selp,Loxl4,Ccl21c,Sulf1	Ace,Sfrp4,Ctsk,Lbp,C1qtnf1,Igfbp4,Wnt9b,Hexb,Serping1,Smoc2,Cfb,Anxa1,Gusb,Clec3b,Sele,Cpxm1,Procr,Il6ra,Vcam1,F3,Cxcl1,Col1a2,Nucb2,Plat,Man2b1,Mmp2,Ctsh,Cilp,Tgfbi,Gdf7,C1qb,Nbl1,Ssc5d,Fbln1,Pltp,Flrt2,C1ra,Gpc3,C4b,Tlr9,Icam1,Lyz2,Col23a1,Ccl19,Anpep,Sulf2,Pi16,C1qtnf7,Ccbe1,Selp,Loxl4,Ccl21c,Sulf1
GO:0016020	membrane	153	7460	3.83e-16	Itgb2,Col6a1,Ace,Sfrp4,Tbxas1,Hck,Man1a,Cd44,Itih4,Aldh1a3,Cybb,Lbp,Stac2,C1qtnf1,Cyba,Wnt9b,Aldh3a1,Enpp3,Ntn4,Glt8d2,Abcc3,Pik3r5,Dbn1,Hexb,Scara5,Loxl2,Abcg1,Csf1r,Anxa1,Slc15a3,Ifitm3,Slc11a1,Gpr39,Sele,Fcgr2b,Gsn,Entpd2,Lrp4,Procr,Il6ra,Vcam1,Prss12,Tlr2,F3,Pdpn,Tnfrsf1b,Fgr,Gxylt2,Tyrobp,Nucb2,Itgax,Sfrp1,Mmp2,Itga11,Slco2a1,Nckap1l,Plvap,ENSMUSG00000036242,Cmklr1,Abca9,Mgat5,Igsf6,Ppl,Sorcs2,Blvrb,Tlr13,Bace2,Lrp1,Hpse,Myof,Svep1,Nceh1,Stab1,C3ar1,Vat1,Ackr2,Ssc5d,Pik3ap1,S1pr2,Galnt6,Gpr133,Flrt2,Lhfpl2,Tgfbr2,Gpc3,Rab7b,Sdc3,Slamf8,F10,Ly9,Tmem119,Cd248,Ptafr,Cd300lb,Cdh11,Plec,Atrnl1,Pirb,Fcgr4,Tlr9,Icam1,Shisa3,AF251705,Lama2,Cd109,Folr2,Csf2rb2,Scn1b,Abca8a,Tmem254b,Tmem176a,Sirpa,Ptgfrn,Col23a1,Gp49a,Ccl19,Lilrb4,Gpr153,Ephb2,Itgb4,Cd300a,Anpep,Cd68,Sulf2,Nfam1,Slamf7,Ildr2,Cfh,Clec7a,Vwf,Steap3,Mpeg1,Slc29a3,Pld3,Syk,Lgals3,Lcp1,Laptm5,Heg1,Cd84,Selp,Unc93b1,Slc37a2,Loxl4,Gpr35,Pdgfra,Tmem176b,Glg1,AB124611,Ccl21c,Sulf1,Entpd4,Soat1	Itgb2,Col6a1,Ace,Sfrp4,Tbxas1,Hck,Man1a,Cd44,Itih4,Aldh1a3,Cybb,Lbp,Stac2,C1qtnf1,Cyba,Wnt9b,Aldh3a1,Enpp3,Ntn4,Glt8d2,Abcc3,Pik3r5,Dbn1,Hexb,Scara5,Loxl2,Abcg1,Csf1r,Anxa1,Slc15a3,Ifitm3,Slc11a1,Gpr39,Sele,Fcgr2b,Gsn,Entpd2,Lrp4,Procr,Il6ra,Vcam1,Prss12,Tlr2,F3,Pdpn,Tnfrsf1b,Fgr,Gxylt2,Tyrobp,Nucb2,Itgax,Sfrp1,Mmp2,Itga11,Slco2a1,Nckap1l,Plvap,3632451O06Rik,Cmklr1,Abca9,Mgat5,Igsf6,Ppl,Sorcs2,Blvrb,Tlr13,Bace2,Lrp1,Hpse,Myof,Svep1,Nceh1,Stab1,C3ar1,Vat1,Ackr2,Ssc5d,Pik3ap1,S1pr2,Galnt6,Adgrd1,Flrt2,Lhfpl2,Tgfbr2,Gpc3,Rab7b,Sdc3,Slamf8,F10,Ly9,Tmem119,Cd248,Ptafr,Cd300lb,Cdh11,Plec,Atrnl1,Pirb,Fcgr4,Tlr9,Icam1,Shisa3,Cd300c2,Lama2,Cd109,Folr2,Csf2rb2,Scn1b,Abca8a,Tmem254b,Tmem176a,Sirpa,Ptgfrn,Col23a1,Lilr4b,Ccl19,Lilrb4a,Gpr153,Ephb2,Itgb4,Cd300a,Anpep,Cd68,Sulf2,Nfam1,Slamf7,Ildr2,Cfh,Clec7a,Vwf,Steap3,Mpeg1,Slc29a3,Pld3,Syk,Lgals3,Lcp1,Laptm5,Heg1,Cd84,Selp,Unc93b1,Slc37a2,Loxl4,Gpr35,Pdgfra,Tmem176b,Glg1,AB124611,Ccl21c,Sulf1,Entpd4,Soat1
GO:0005886	plasma membrane	110	4328	4.18e-16	Itgb2,Col6a1,Ace,Hck,Cd44,Itih4,Aldh1a3,Cybb,Stac2,C1qtnf1,Cyba,Wnt9b,Aldh3a1,Enpp3,Ntn4,Abcc3,Pik3r5,Dbn1,Scara5,Abcg1,Csf1r,Anxa1,Ifitm3,Slc11a1,Gpr39,Sele,Fcgr2b,Gsn,Entpd2,Lrp4,Il6ra,Vcam1,Prss12,Tlr2,F3,Pdpn,Tnfrsf1b,Fgr,Tyrobp,Itgax,Sfrp1,Mmp2,Itga11,Slco2a1,Plvap,Cmklr1,Ppl,Blvrb,Tlr13,Bace2,Lrp1,Myof,Stab1,C3ar1,Ackr2,Pik3ap1,S1pr2,Gpr133,Flrt2,Tgfbr2,Gpc3,Sdc3,Ly9,Tmem119,Cd248,Ptafr,Cd300lb,Cdh11,Plec,Atrnl1,Pirb,Fcgr4,Tlr9,Icam1,AF251705,Lama2,Cd109,Folr2,Csf2rb2,Scn1b,Abca8a,Sirpa,Ptgfrn,Col23a1,Ccl19,Lilrb4,Gpr153,Ephb2,Itgb4,Cd300a,Anpep,Cd68,Sulf2,Nfam1,Slamf7,Cfh,Clec7a,Vwf,Steap3,Syk,Lgals3,Lcp1,Heg1,Cd84,Selp,Gpr35,Pdgfra,Glg1,Ccl21c,Sulf1	Itgb2,Col6a1,Ace,Hck,Cd44,Itih4,Aldh1a3,Cybb,Stac2,C1qtnf1,Cyba,Wnt9b,Aldh3a1,Enpp3,Ntn4,Abcc3,Pik3r5,Dbn1,Scara5,Abcg1,Csf1r,Anxa1,Ifitm3,Slc11a1,Gpr39,Sele,Fcgr2b,Gsn,Entpd2,Lrp4,Il6ra,Vcam1,Prss12,Tlr2,F3,Pdpn,Tnfrsf1b,Fgr,Tyrobp,Itgax,Sfrp1,Mmp2,Itga11,Slco2a1,Plvap,Cmklr1,Ppl,Blvrb,Tlr13,Bace2,Lrp1,Myof,Stab1,C3ar1,Ackr2,Pik3ap1,S1pr2,Adgrd1,Flrt2,Tgfbr2,Gpc3,Sdc3,Ly9,Tmem119,Cd248,Ptafr,Cd300lb,Cdh11,Plec,Atrnl1,Pirb,Fcgr4,Tlr9,Icam1,Cd300c2,Lama2,Cd109,Folr2,Csf2rb2,Scn1b,Abca8a,Sirpa,Ptgfrn,Col23a1,Ccl19,Lilrb4a,Gpr153,Ephb2,Itgb4,Cd300a,Anpep,Cd68,Sulf2,Nfam1,Slamf7,Cfh,Clec7a,Vwf,Steap3,Syk,Lgals3,Lcp1,Heg1,Cd84,Selp,Gpr35,Pdgfra,Glg1,Ccl21c,Sulf1
GO:0016021	integral component of membrane	112	4504	7.63e-16	Itgb2,Ace,Sfrp4,Tbxas1,Man1a,Cd44,Cybb,C1qtnf1,Cyba,Aldh3a1,Enpp3,Glt8d2,Abcc3,Scara5,Abcg1,Csf1r,Slc15a3,Ifitm3,Slc11a1,Gpr39,Sele,Fcgr2b,Entpd2,Lrp4,Procr,Il6ra,Vcam1,Tlr2,F3,Pdpn,Tnfrsf1b,Gxylt2,Tyrobp,Itgax,Sfrp1,Itga11,Slco2a1,Nckap1l,Plvap,ENSMUSG00000036242,Cmklr1,Abca9,Mgat5,Igsf6,Sorcs2,Tlr13,Bace2,Lrp1,Myof,Nceh1,Stab1,C3ar1,Ackr2,S1pr2,Galnt6,Gpr133,Flrt2,Lhfpl2,Tgfbr2,Gpc3,Sdc3,Slamf8,Ly9,Tmem119,Cd248,Ptafr,Cd300lb,Cdh11,Atrnl1,Pirb,Fcgr4,Tlr9,Icam1,Shisa3,AF251705,Csf2rb2,Scn1b,Abca8a,Tmem254b,Tmem176a,Sirpa,Ptgfrn,Col23a1,Gp49a,Lilrb4,Gpr153,Ephb2,Itgb4,Cd300a,Anpep,Cd68,Nfam1,Slamf7,Ildr2,Clec7a,Steap3,Mpeg1,Slc29a3,Pld3,Laptm5,Heg1,Cd84,Selp,Unc93b1,Slc37a2,Gpr35,Pdgfra,Tmem176b,Glg1,AB124611,Entpd4,Soat1	Itgb2,Ace,Sfrp4,Tbxas1,Man1a,Cd44,Cybb,C1qtnf1,Cyba,Aldh3a1,Enpp3,Glt8d2,Abcc3,Scara5,Abcg1,Csf1r,Slc15a3,Ifitm3,Slc11a1,Gpr39,Sele,Fcgr2b,Entpd2,Lrp4,Procr,Il6ra,Vcam1,Tlr2,F3,Pdpn,Tnfrsf1b,Gxylt2,Tyrobp,Itgax,Sfrp1,Itga11,Slco2a1,Nckap1l,Plvap,3632451O06Rik,Cmklr1,Abca9,Mgat5,Igsf6,Sorcs2,Tlr13,Bace2,Lrp1,Myof,Nceh1,Stab1,C3ar1,Ackr2,S1pr2,Galnt6,Adgrd1,Flrt2,Lhfpl2,Tgfbr2,Gpc3,Sdc3,Slamf8,Ly9,Tmem119,Cd248,Ptafr,Cd300lb,Cdh11,Atrnl1,Pirb,Fcgr4,Tlr9,Icam1,Shisa3,Cd300c2,Csf2rb2,Scn1b,Abca8a,Tmem254b,Tmem176a,Sirpa,Ptgfrn,Col23a1,Lilr4b,Lilrb4a,Gpr153,Ephb2,Itgb4,Cd300a,Anpep,Cd68,Nfam1,Slamf7,Ildr2,Clec7a,Steap3,Mpeg1,Slc29a3,Pld3,Laptm5,Heg1,Cd84,Selp,Unc93b1,Slc37a2,Gpr35,Pdgfra,Tmem176b,Glg1,AB124611,Entpd4,Soat1
GO:0031224	intrinsic component of membrane	114	4661	9.85e-16	Itgb2,Ace,Sfrp4,Tbxas1,Man1a,Cd44,Cybb,C1qtnf1,Cyba,Aldh3a1,Enpp3,Glt8d2,Abcc3,Scara5,Abcg1,Csf1r,Slc15a3,Ifitm3,Slc11a1,Gpr39,Sele,Fcgr2b,Entpd2,Lrp4,Procr,Il6ra,Vcam1,Tlr2,F3,Pdpn,Tnfrsf1b,Gxylt2,Tyrobp,Itgax,Sfrp1,Itga11,Slco2a1,Nckap1l,Plvap,ENSMUSG00000036242,Cmklr1,Abca9,Mgat5,Igsf6,Sorcs2,Tlr13,Bace2,Lrp1,Myof,Nceh1,Stab1,C3ar1,Ackr2,S1pr2,Galnt6,Gpr133,Flrt2,Lhfpl2,Tgfbr2,Gpc3,Sdc3,Slamf8,Ly9,Tmem119,Cd248,Ptafr,Cd300lb,Cdh11,Atrnl1,Pirb,Fcgr4,Tlr9,Icam1,Shisa3,AF251705,Cd109,Folr2,Csf2rb2,Scn1b,Abca8a,Tmem254b,Tmem176a,Sirpa,Ptgfrn,Col23a1,Gp49a,Lilrb4,Gpr153,Ephb2,Itgb4,Cd300a,Anpep,Cd68,Nfam1,Slamf7,Ildr2,Clec7a,Steap3,Mpeg1,Slc29a3,Pld3,Laptm5,Heg1,Cd84,Selp,Unc93b1,Slc37a2,Gpr35,Pdgfra,Tmem176b,Glg1,AB124611,Entpd4,Soat1	Itgb2,Ace,Sfrp4,Tbxas1,Man1a,Cd44,Cybb,C1qtnf1,Cyba,Aldh3a1,Enpp3,Glt8d2,Abcc3,Scara5,Abcg1,Csf1r,Slc15a3,Ifitm3,Slc11a1,Gpr39,Sele,Fcgr2b,Entpd2,Lrp4,Procr,Il6ra,Vcam1,Tlr2,F3,Pdpn,Tnfrsf1b,Gxylt2,Tyrobp,Itgax,Sfrp1,Itga11,Slco2a1,Nckap1l,Plvap,3632451O06Rik,Cmklr1,Abca9,Mgat5,Igsf6,Sorcs2,Tlr13,Bace2,Lrp1,Myof,Nceh1,Stab1,C3ar1,Ackr2,S1pr2,Galnt6,Adgrd1,Flrt2,Lhfpl2,Tgfbr2,Gpc3,Sdc3,Slamf8,Ly9,Tmem119,Cd248,Ptafr,Cd300lb,Cdh11,Atrnl1,Pirb,Fcgr4,Tlr9,Icam1,Shisa3,Cd300c2,Cd109,Folr2,Csf2rb2,Scn1b,Abca8a,Tmem254b,Tmem176a,Sirpa,Ptgfrn,Col23a1,Lilr4b,Lilrb4a,Gpr153,Ephb2,Itgb4,Cd300a,Anpep,Cd68,Nfam1,Slamf7,Ildr2,Clec7a,Steap3,Mpeg1,Slc29a3,Pld3,Laptm5,Heg1,Cd84,Selp,Unc93b1,Slc37a2,Gpr35,Pdgfra,Tmem176b,Glg1,AB124611,Entpd4,Soat1
